,Unique_Id,Location,Property_Type,Address,Rent,Price,Base,Number_Of_Bedroom,Number_Of_Bathroom,Description,Link,Run_Time
454,19|5|2025-05-17|23:08:28.786886,Islington,Flat,"Fairmead Road, 
Holloway, N19","£2,500 pcm",2500,pcm,2,1,"This stunning two double bedroom apartment is situated on the first floor within this impressive period conversion. The property comprises; open plan reception room, two double bedrooms and modern bathroom.",https://www.rightmove.co.uk/properties/161764016#/?channel=RES_LET,2025-05-17 23:08:28.786886
455,19|6|2025-05-17|23:08:28.786886,Islington,Flat,"Cloudesley Square, Islington","£3,250 pcm",3250,pcm,2,1,"A two bedroom Georgian conversion on one of the most desirable squares in Islington. This modern apartment offers open plan living, two double bedrooms and private outside space.",https://www.rightmove.co.uk/properties/161762606#/?channel=RES_LET,2025-05-17 23:08:28.786886
456,19|7|2025-05-17|23:08:28.786886,Islington,Flat,"Drayton Park, Highbury N5","£1,900 pcm",1900,pcm,1,1,"Set within Highbury, this sixth-floor one-bedroom flat features a private balcony, open-plan living, and modern interiors. Enjoy proximity to green spaces, great transport links (Overground and Underground), and local amenities.",https://www.rightmove.co.uk/properties/161091218#/?channel=RES_LET,2025-05-17 23:08:28.786886
457,19|8|2025-05-17|23:08:28.786886,Islington,Apartment,"Chronicle Tower, 261b City Road, London, EC1V","£4,300 pcm",4300,pcm,2,2,Two bedroom apartment on the 28th floor of this modern development with a wide range of facilities,https://www.rightmove.co.uk/properties/161759276#/?channel=RES_LET,2025-05-17 23:08:28.786886
458,19|9|2025-05-17|23:08:28.786886,Islington,Apartment,"Elthorne Road, N19 4AS","£1,900 pcm",1900,pcm,1,1,"Positioned within a well-regarded new build development, this charming one-bedroom apartment presents an excellent opportunity for contemporary urban living. Thoughtfully laid out and well-maintained, the property offers a comfortable and practical living space, making it an ideal choice for prof...",https://www.rightmove.co.uk/properties/161756900#/?channel=RES_LET,2025-05-17 23:08:28.786886
459,19|10|2025-05-17|23:08:28.786886,Islington,Flat,"Bickerton Road, Bickerton Road","£2,500 pcm",2500,pcm,2,1,"A spacious two bedroom apartment with a separate office set on the top floor of a period conversion in a popular location. This well maintained property comprises of a generous open plan reception and kitchen with great views, two double bedrooms and a separate office space.",https://www.rightmove.co.uk/properties/161751077#/?channel=RES_LET,2025-05-17 23:08:28.786886
461,19|12|2025-05-17|23:08:28.786886,Islington,Studio,"Mildmay Avenue, London, N1","£1,700 pcm",1700,pcm,,1,"An extremely sought-after, high specification, large studio. This amazing property benefits from lots of natural light and has been decorated in neutral colours and is complimented by wooden flooring. The bright and modern flat is in a contemporary development close to all the amenities of vibran...",https://www.rightmove.co.uk/properties/150029813#/?channel=RES_LET,2025-05-17 23:08:28.786886
462,19|13|2025-05-17|23:08:28.786886,Islington,Flat,"Junction Road, London, N19","£1,450 pcm",1450,pcm,1,1,"Less than 5 minutes walk to Archway or Tufnell Park Underground stations. We are proud to offer this bright 1 double bedroom, 1 bathroom flat in a great location. This flat has its own kitchen a... ** Property Reference: 2478017 **",https://www.rightmove.co.uk/properties/161737292#/?channel=RES_LET,2025-05-17 23:08:28.786886
463,19|14|2025-05-17|23:08:28.786886,Islington,Flat,"Linden Mansions, Hornsey Lane, Highgate N6","£4,000 pcm",4000,pcm,4,2,"Black Katz are proud to offer you this huge and gorgeous four double bedroom property in a period mansion block in Highgate opposite Waterlow Park just moments from the wonderful Highgate Village and a three minute walk to Archway tube station, zone 2, on the Northern Line.",https://www.rightmove.co.uk/properties/159989744#/?channel=RES_LET,2025-05-17 23:08:28.786886
464,19|15|2025-05-17|23:08:28.786886,Islington,Flat,"Linden Mansions, Hornsey Lane, Highgate N6","£4,008 pcm",4008,pcm,4,3,**Pictures of a similar property within the building** Black Katz are proud to offer you this huge and gorgeous four double bedroom one bathroom property in a period mansion block in Highgate opposite Waterlow Park just moments from the wonderful Highgate Village and a three minute walk to Ar..,https://www.rightmove.co.uk/properties/152317019#/?channel=RES_LET,2025-05-17 23:08:28.786886
465,19|16|2025-05-17|23:08:28.786886,Islington,Flat,"York Way, Camden / Caledonian Road N7","£2,708 pcm",2708,pcm,2,2,"Spacious two double bedroom two bathroom apartment set within a private development just of Camden Road. The property has a large open plan kitchen lounge, two modern bathrooms one of which is en-suite and plenty of storage space. York Way is ideally located near to the local shops, bars and rest...",https://www.rightmove.co.uk/properties/133203326#/?channel=RES_LET,2025-05-17 23:08:28.786886
466,19|17|2025-05-17|23:08:28.786886,Islington,Flat,"York Way, Camden / Caledonian Road  N7","£2,708 pcm",2708,pcm,2,2,"Spacious two double bedroom two bathroom apartment set within a private development just of Camden Road. The property has a large open plan kitchen lounge, modern bathroom, wood floors, balcony and plenty of storage space.York Way is ideally located near to the local shops, bars and restaurants o...",https://www.rightmove.co.uk/properties/161733254#/?channel=RES_LET,2025-05-17 23:08:28.786886
467,19|18|2025-05-17|23:08:28.786886,Islington,Flat,"Camden Road, Islington, N7","£4,247 pcm",4247,pcm,4,2,"All Bills Included except council tax is this well presented 4 double bedroom, two bathroom bright, and spacious modern apartment. Featuring a spacious open plan reception with a well equipped kitchen, two balconies & ample storage. Benefiting from wood floors and high ceilings. Situate...",https://www.rightmove.co.uk/properties/161732276#/?channel=RES_LET,2025-05-17 23:08:28.786886
468,19|19|2025-05-17|23:08:28.786886,Islington,Apartment,"Dallington Square, London","£4,300 pcm",4300,pcm,2,1,Beautiful 1200sqft duplex penthouse situated in a small exclusive gated development just off St John Street which conveniently is within easy reach of major transport links and Waitrose,https://www.rightmove.co.uk/properties/124358705#/?channel=RES_LET,2025-05-17 23:08:28.786886
469,19|20|2025-05-17|23:08:28.786886,Islington,Flat,"Central Street, Clerkenwell","£3,500 pcm",3500,pcm,2,1,Modern two double bedroom apartment with a private south-facing terrace. Includes access to a communal rooftop terrace and concierge. Bright and airy with floor-to-ceiling windows and underfloor heating throughout.,https://www.rightmove.co.uk/properties/160347443#/?channel=RES_LET,2025-05-17 23:08:28.786886
470,19|21|2025-05-17|23:08:28.786886,Islington,Apartment,"York Way,  London, N7","£1,668 pcm",1668,pcm,1,1,"Spacious 1-bedroom apartment on York Way, London, N7. Ideal for a single tenant or a couple, this furnished 2nd floor flat features a semi open plan lounge and wooden flooring throughout, creating a contemporary yet homely ambiance. With easy access to transport links, nearby supermarkets, restau...",https://www.rightmove.co.uk/properties/161731499#/?channel=RES_LET,2025-05-17 23:08:28.786886
471,19|22|2025-05-17|23:08:28.786886,Islington,Apartment,"Valencia Tower, 250 City Road, EC1V","£3,597 pcm",3597,pcm,2,1,"One bedroom, with a study in the highly anticipated 250 City Road development, EC1V. The property boasts an open plan kitchen living area, one bedroom with built in storage, study and stylish bathroom. 250 City Road perfectly located for commuting to Old Street, Angel, Shoreditch and Hoxton Squ...",https://www.rightmove.co.uk/properties/150744551#/?channel=RES_LET,2025-05-17 23:08:28.786886
472,19|23|2025-05-17|23:08:28.786886,Islington,Apartment,"Chronicle Tower, City Road, Islington, London EC1V","£3,150 pcm",3150,pcm,1,1,"Please Quote ID: 18955 Deposit: 5 Weeks Rent Length of Tenancy: 12 Months Council Tax Band: E A stunning, one bedroom apartment on the 30th floor, in the fabulous Lexicon Tower development. The apartment consists of a contemporar...",https://www.rightmove.co.uk/properties/161729603#/?channel=RES_LET,2025-05-17 23:08:28.786886
473,19|24|2025-05-17|23:08:28.786886,Islington,Flat,"Pentonville Road, London, N1","£2,750 pcm",2750,pcm,2,2,"Fabulous spacious, luxurious modern flat, with large rooms, two bathrooms (one en-suite), located in a stunning purpose built building only minutes away from King's Cross St Pancras Station...",https://www.rightmove.co.uk/properties/161728475#/?channel=RES_LET,2025-05-17 23:08:28.786886
474,19|25|2025-05-17|23:08:28.786886,Islington,Studio,"City Road, London, London, EC1V","£1,500 pcm",1500,pcm,,1,"***** EMAIL ENQUIRIES ONLY ***** Strettons Residential are pleased to offer this first floor, one bedroom studio apartment, located within 1.1 miles of Angel Station and Old Street Underground Station (Northern Line). The flat comprises of an open plan kitchen/living area, single/small double be...",https://www.rightmove.co.uk/properties/161370395#/?channel=RES_LET,2025-05-17 23:08:28.786886
475,20|1|2025-05-17|23:08:28.786886,Islington,Apartment,"Book House, City Road, EC1V","£3,900 pcm",3900,pcm,2,2,"Regent Property are proud to present this spacious, bright and modern two-bedroom duplex penthouse, spanning the 6th and 7th floors of Book House, part of the Lexicon development on City Road, EC1V. The lower level features a spacious open-plan kitchen with integrated appli...",https://www.rightmove.co.uk/properties/161129123#/?channel=RES_LET,2025-05-17 23:08:28.786886
476,20|2|2025-05-17|23:08:28.786886,Islington,Flat,"Offord Road, Highbury","£1,275 pcm",1275,pcm,,1,"Living space are pleased to offer this stunning recently refurbished studio conversion situated in a superb location in Barnsbury and within 10 minutes from the tube.The property has been finished to a high spec, quality fitted kitchen and shower room, wood floors.",https://www.rightmove.co.uk/properties/162056168#/?channel=RES_LET,2025-05-17 23:08:28.786886
477,20|3|2025-05-17|23:08:28.786886,Islington,Flat,"Tollington Way, London","£2,100 pcm",2100,pcm,2,2,"A very well presented 2 double bedroom ground floor flat, located on the ground floor of this secure development just off the Holloway Road. Large reception room with wooden flooring. En suite to master bedroom. The flat is located within a gated development with on site caretaker. One parking sp...",https://www.rightmove.co.uk/properties/161724821#/?channel=RES_LET,2025-05-17 23:08:28.786886
478,20|4|2025-05-17|23:08:28.786886,Islington,Apartment,"City Road, Islington, London, EC1V","£2,700 pcm",2700,pcm,1,1,"A beautifully presented and well-proportioned one-bedroom garden flat set within an elegant period building, just moments from Angel Underground Station. This charming home benefits from its own private entrance and a tranquil garden. Meticulously renovated by the current owner, the fl...",https://www.rightmove.co.uk/properties/161724680#/?channel=RES_LET,2025-05-17 23:08:28.786886
479,20|5|2025-05-17|23:08:28.786886,Islington,Maisonette,"Grosvenor Avenue, 
Newington Green, N5","£4,000 pcm",4000,pcm,2,2,"Large (over 1000sqft) modern two bedroom maisonette with a private garden, set in a period conversion on this residential street in Islington located close to Canonbury, Newington Green and Highbury & Islington.",https://www.rightmove.co.uk/properties/161724488#/?channel=RES_LET,2025-05-17 23:08:28.786886
480,20|6|2025-05-17|23:08:28.786886,Islington,Apartment,"Hanley Road, N4 3DU","£3,000 pcm",3000,pcm,3,1,"Charming split level three-bedroom apartment spread across the first and second floor of this period conversion, offering a unique blend of modern living with three stunning private terraces, located 15 minutes’ walk from Finsbury Park Station.",https://www.rightmove.co.uk/properties/161722151#/?channel=RES_LET,2025-05-17 23:08:28.786886
481,20|7|2025-05-17|23:08:28.786886,Islington,Apartment,"Crescent Row,London,EC1Y","£2,550 pcm",2550,pcm,2,,"This large two bedroom loft apartment comprises of large open plan living area with fully fitted kitchen, modern bathroom, high ceilings, wooden flooring throughout and lots of natural light. Available 12th July 2025",https://www.rightmove.co.uk/properties/41755337#/?channel=RES_LET,2025-05-17 23:08:28.786886
482,20|8|2025-05-17|23:08:28.786886,Islington,Apartment,"York Way, Kings Cross, London, N7","£2,400 pcm",2400,pcm,1,1,An exceptional one double bedroom apartment with a private roof terrace within this well-maintained period conversion conveniently situated close to Caledonian Road and Camden Road Stations and the world-famous Camden Town and King’s Cross St. Pancras.,https://www.rightmove.co.uk/properties/161721086#/?channel=RES_LET,2025-05-17 23:08:28.786886
483,20|9|2025-05-17|23:08:28.786886,Islington,Flat,"Highbury Stadium Square, London, N5","£2,817 pcm",2817,pcm,1,1,"Stunning one-bed with 40sqm private garden, 3m ceilings, and designer interiors in Highbury Stadium Square. Fully furnished with luxury fittings, near Highbury Fields, Emirates Stadium, and top transport links. Ready to move in-just bring your suitcase!",https://www.rightmove.co.uk/properties/161718215#/?channel=RES_LET,2025-05-17 23:08:28.786886
484,20|10|2025-05-17|23:08:28.786886,Islington,Flat,"Sussex Way, Archway, N7","£1,993 pcm",1993,pcm,2,1,"(APARTMENT VIDEO AVAILABLE HERE OR ON OUR YOUTUBE CHANNEL) A two bedroom apartment for rent situated on the top floor of this period building close to Archway & Holloway Tube Station. The flat consists of two good size bedrooms, a large living room, fitted kitchen and a bathroom. The proper...",https://www.rightmove.co.uk/properties/161714048#/?channel=RES_LET,2025-05-17 23:08:28.786886
485,20|11|2025-05-17|23:08:28.786886,Islington,Flat,"Valencia Tower, Place, London, EC1V","£3,100 pcm",3100,pcm,1,1,Luxury 1-bedroom apartment I Prime location I 24-hour concierge I Modern residents facilities,https://www.rightmove.co.uk/properties/161713301#/?channel=RES_LET,2025-05-17 23:08:28.786886
486,20|12|2025-05-17|23:08:28.786886,Islington,Flat,"Carrara Tower, Bollinder Place, London, EC1V","£3,550 pcm",3550,pcm,1,1,Luxury 1-bedroom apartment I Panaramic city view I 24-hour concierge I Modern residents facilities,https://www.rightmove.co.uk/properties/161713022#/?channel=RES_LET,2025-05-17 23:08:28.786886
487,20|13|2025-05-17|23:08:28.786886,Islington,Flat,"Pollard Close, Islington, London, N7","£2,000 pcm",2000,pcm,1,1,"ZERO DEPOSIT AVAILABLE. LONG LET. This fantastic 1 bedroom flat on the 7th floor is spacious throughout featuring a large sunny reception room, generous bedroom and a separated well equipped kitchen.",https://www.rightmove.co.uk/properties/161706842#/?channel=RES_LET,2025-05-17 23:08:28.786886
488,20|14|2025-05-17|23:08:28.786886,Islington,Flat,"Essex Road, Angel, London, N1","£3,575 pcm",3575,pcm,3,1,LONG LET. Stylish three bedroom maisonette with a great sized open plan reception/kitchen with modern equipment and lots of natural light. All three spacious bedrooms feature lots built in storage.,https://www.rightmove.co.uk/properties/161704553#/?channel=RES_LET,2025-05-17 23:08:28.786886
489,20|15|2025-05-17|23:08:28.786886,Islington,Flat,"London City House, London, EC1V","£2,200 pcm",2200,pcm,1,1,"LONDON CITY HOUSE, FLAT 2, 198 CITY ROAD, LONDON EC1V This extremely spacious 750 square feet, stunning large open plan, high ceiling, one bedroom apartment is wonderfully furnished to a good sta... ** Property Reference: 1780081 **",https://www.rightmove.co.uk/properties/161702729#/?channel=RES_LET,2025-05-17 23:08:28.786886
490,20|16|2025-05-17|23:08:28.786886,Islington,Flat,"Mowatt Close, London, N19","£2,400 pcm",2400,pcm,3,2,Newly Decorated3-Bed/1-Bath Duplex Maisonette Private Garden 0.4 Miles to Archway Station Close to Local Amenities Spacious Living Room Eat-In Kitchen with Modern Appliances Modern Bathroom Sepa... ** Property Reference: 2465526 **,https://www.rightmove.co.uk/properties/161702645#/?channel=RES_LET,2025-05-17 23:08:28.786886
491,20|17|2025-05-17|23:08:28.786886,Islington,Flat,"Hilldrop Road, Hilldrop Road","£2,747 pcm",2747,pcm,2,1,A bright and spacious two double room conversion apartment on the first floor of an impressive Victorian property with high ceilings and sash windows.,https://www.rightmove.co.uk/properties/161701529#/?channel=RES_LET,2025-05-17 23:08:28.786886
492,20|18|2025-05-17|23:08:28.786886,Islington,Flat,"Caledonian Road, Islington","£3,597 pcm",3597,pcm,3,2,"An amazing three double bedroom split level flat, just over 950 SFT of space split over 3 floors with private outside space and period features throughout. Making this the perfect flat for family's, couples or sharers.",https://www.rightmove.co.uk/properties/161701535#/?channel=RES_LET,2025-05-17 23:08:28.786886
493,20|19|2025-05-17|23:08:28.786886,Islington,Flat,"Penton Rise, King's Cross, London, WC1X","£5,500 pcm",5500,pcm,3,1,"SHORT LET. Offering great potential, this 3 bedroom split level flat is perfectly located moments from both King's Cross and benefits from a south-facing balcony.",https://www.rightmove.co.uk/properties/161700545#/?channel=RES_LET,2025-05-17 23:08:28.786886
494,20|20|2025-05-17|23:08:28.786886,Islington,Maisonette,"Canonbury Road, London, N1","£4,500 pcm",4500,pcm,2,1,"A stunning Georgian conversion in the heart of Islington. An immaculate two-bedroom plus study home set within a beautiful Georgian conversion, with access to a private rear garden. Spacious and finished to a high standard throughout, the property is arranged over three floors. The bright and a...",https://www.rightmove.co.uk/properties/161700296#/?channel=RES_LET,2025-05-17 23:08:28.786886
495,20|21|2025-05-17|23:08:28.786886,Islington,Apartment,"Eagle Point, City Road, London EC1V","£3,250 pcm",3250,pcm,2,2,"Austin Homes represents a superb and spacious two-bedroom, two-bathroom luxury apartment set within one of the area’s most prestigious landmark developments.",https://www.rightmove.co.uk/properties/161698523#/?channel=RES_LET,2025-05-17 23:08:28.786886
496,20|22|2025-05-17|23:08:28.786886,Islington,Flat,"Bollinder Place, Clerkenwell","£3,250 pcm",3250,pcm,1,1,"A luxury apartment with a large open plan living area with a modern kitchen suite and integrated appliances. There are full height windows throughout with great views of the City and Regents Canal. Residents have access to excellent facilities including a lounge, gym, pool and a sauna",https://www.rightmove.co.uk/properties/161139590#/?channel=RES_LET,2025-05-17 23:08:28.786886
497,20|23|2025-05-17|23:08:28.786886,Islington,Apartment,"Kingsland Passage, Dalston, E8","£2,500 pcm",2500,pcm,2,2,"Stunning 2 bedroom apartment available now in the heart of Dalston. This apartment is located less than a minute walking distance towards Dalston Junction Station. It features 2 double bedrooms (one ensuite), spacious dining area with kitchen & secure entry/exit from the building.",https://www.rightmove.co.uk/properties/160574267#/?channel=RES_LET,2025-05-17 23:08:28.786886
498,20|24|2025-05-17|23:08:28.786886,Islington,Apartment,"St Williams Court, Gifford Street, London, N1","£2,250 pcm",2250,pcm,1,1,Please Quote ASP ID 660 Contract Length - 12 Months Security Deposit: 5 Weeks of weekly rent Council Tax Band : D - Islington 1st Floor Flat 24 Hours Concierge Building Gym Building Sauna/Steamroom,https://www.rightmove.co.uk/properties/161687762#/?channel=RES_LET,2025-05-17 23:08:28.786886
499,20|25|2025-05-17|23:08:28.786886,Islington,Flat,"Northolme Road, Highbury N5","£1,842 pcm",1842,pcm,1,1,"Black Katz are pleased to offer this newly refurbished 1 double bedroom split level period conversion, the property benefits from original wood flooring, fully fitted high gloss kitchen, fully tiled bathroom, very bright and airy. This property is situated on the sought after Northolme Road...",https://www.rightmove.co.uk/properties/147561344#/?channel=RES_LET,2025-05-17 23:08:28.786886
501,21|2|2025-05-17|23:08:28.786886,Islington,Flat,"Archway, London, N19","£3,200 pcm",3200,pcm,3,1,A spacious three bedroom maisonette spread over two levels. The property boasts a private garden and spacious rooms. Part furnished and available now.,https://www.rightmove.co.uk/properties/161686847#/?channel=RES_LET,2025-05-17 23:08:28.786886
502,21|3|2025-05-17|23:08:28.786886,Islington,Flat,"Leonard Street, Old Street, London, EC2A","£2,752 pcm",2752,pcm,1,1,"A one bedroom apartment located in Shoreditch. This bright and spacious apartment includes a day study, a balcony and high specification fixtures and fittings throughout, an open plan kitchen, under floor heating, hardwood flooring to the hallway and a spacious living area.",https://www.rightmove.co.uk/properties/160627697#/?channel=RES_LET,2025-05-17 23:08:28.786886
503,21|4|2025-05-17|23:08:28.786886,Islington,Apartment,"Arundel Square, London","£2,799 pcm",2799,pcm,2,1,"A delightful two bedroom flat set on the 2nd floor of a period conversion in Islington. It boasts a modern kitchen, separate living area, two double bedrooms and a bathroom with bath/shower. All rooms benefit from large windows and it has a lovely direct view of the Arundel Square green space. Hi...",https://www.rightmove.co.uk/properties/161680478#/?channel=RES_LET,2025-05-17 23:08:28.786886
504,21|5|2025-05-17|23:08:28.786886,Islington,Apartment,"Vizion 7, N7 - Energy Rating C","£2,150 pcm",2150,pcm,1,1,"Recently decorated one double bedroom apartment located on the ground floor of this prestigious development in Eden Grove. The property comprises a open plan kitchen reception with integrated appliances, double bedroom with fitted wardrobes and a three piece bathroom suite.",https://www.rightmove.co.uk/properties/161686064#/?channel=RES_LET,2025-05-17 23:08:28.786886
505,21|6|2025-05-17|23:08:28.786886,Islington,Flat,"Rubicon Court, York Way, London N1C","£2,600 pcm",2600,pcm,1,1,"Modern 1 bedroom apartment to rent in King's Cross, N1C. A bright and modern one bedroom apartment located on the twelve floor in Rubicon Court. The property comprises one double bedroom, a large open plan kitchen/reception room, bathroom and private balcony with far reaching views across the Ci...",https://www.rightmove.co.uk/properties/162058757#/?channel=RES_LET,2025-05-17 23:08:28.786886
506,21|7|2025-05-17|23:08:28.786886,Islington,Flat,"Rowstock Gardens, Camden N7","£3,575 pcm",3575,pcm,3,1,"Stunning newly refurbished three / four double bedroom flat split over two floors located just off Camden Road. This bright and airy apartment has a mix of carpets and wood floors, luxury tiled modern contemporary bathroom, luxury intergrated kitchen and modern furnishings. Lounge can be used as ...",https://www.rightmove.co.uk/properties/161683322#/?channel=RES_LET,2025-05-17 23:08:28.786886
507,21|8|2025-05-17|23:08:28.786886,Islington,Flat,"Rowstock Gardens, Camden N7","£3,575 pcm",3575,pcm,4,1,"Stunning recently refurbished three / four double bedroom flat split over two floors located just off Camden Road. This bright and airy apartment has a mix of carpets and wood floors, luxury tiled modern contemporary bathroom, luxury intergrated kitchen and modern furnishings.",https://www.rightmove.co.uk/properties/161683118#/?channel=RES_LET,2025-05-17 23:08:28.786886
508,21|9|2025-05-17|23:08:28.786886,Islington,Apartment,"Fonthill Road, Finsbury Park, N4","£2,000 pcm",2000,pcm,2,1,"Spacious two double bedroom apartment on the third floor moments from Finsbury Park station. Offering two double bedrooms, spacious living room with large windows allowing plenty of natural light and an open plan kitchen. Located 0.1 miles to Finsbury Park tube, a perfect location for s...",https://www.rightmove.co.uk/properties/161682014#/?channel=RES_LET,2025-05-17 23:08:28.786886
509,21|10|2025-05-17|23:08:28.786886,Islington,Apartment,"Tufnell Park Road, London, N7","£1,575 pcm",1575,pcm,1,1,A one bedroom flat set within a purpose built block within easy reach of Tufnell Park Station and Holloway Hi Road.,https://www.rightmove.co.uk/properties/160081886#/?channel=RES_LET,2025-05-17 23:08:28.786886
510,21|11|2025-05-17|23:08:28.786886,Islington,Flat,"Grosvenor Avenue, Canonbury","£1,650 pcm",1650,pcm,1,1,"Alex Crown are delighted to present this beautiful one bedroom garden flat, located along a lovely leafy residential road, moments away from Canonbury Station.",https://www.rightmove.co.uk/properties/161675912#/?channel=RES_LET,2025-05-17 23:08:28.786886
511,21|12|2025-05-17|23:08:28.786886,Islington,Studio,"Barnsbury Road, London, N1","£2,032 pcm",2032,pcm,,,"Barnsbury Road, Islington - Stylish Studio Flat in Prime Angel LocationBeautifully finished studio flat located in the heart of Angel, just moments from local shops,",https://www.rightmove.co.uk/properties/161870864#/?channel=RES_LET,2025-05-17 23:08:28.786886
512,21|13|2025-05-17|23:08:28.786886,Islington,Apartment,"Chronicle Tower, City Road, EC1V","£4,250 pcm",4250,pcm,2,2,Available Aug 2025 Stunning new build in Chronicle Tower | Walking distance to both Angel & Old Street Station | 24 Hours Concierge | Gym | Pool | Spa | Steam Room | Sauna Resident lounge |,https://www.rightmove.co.uk/properties/161672300#/?channel=RES_LET,2025-05-17 23:08:28.786886
513,21|14|2025-05-17|23:08:28.786886,Islington,Apartment,"Chronicle Tower, 261B City Road, London, EC1V","£3,100 pcm",3100,pcm,1,1,FURNISHED - This beautiful one-bedroom apartment features floor-to-ceiling windows that provide views overlooking the water. These windows are equipped with automatic shading blinds to maintain a comfortable indoor temperature. The apartment includes a smart home system that allows you t...,https://www.rightmove.co.uk/properties/161671184#/?channel=RES_LET,2025-05-17 23:08:28.786886
514,21|15|2025-05-17|23:08:28.786886,Islington,Apartment,"Noel Road, Angel, Islington, London, N1","£2,100 pcm",2100,pcm,,1,"Excellent studio flat in the heart of Angel. A highly sought after studio located close on Noel Road. Accommodation comprises large and spacious lounge/bedroom area with a fitted separate kitchen and separate bathroom Additional features are high ceilings, wood floorin...",https://www.rightmove.co.uk/properties/161671025#/?channel=RES_LET,2025-05-17 23:08:28.786886
515,21|16|2025-05-17|23:08:28.786886,Islington,Apartment,"Noel Road, Angel, Islington, London, N1","£2,650 pcm",2650,pcm,1,1,"**SHORT LET** **BILLS INCLUDED** Excellent One double bedroom flat in the heart of Angel. A highly sought after one double bedroom property with a private front patio located close on Noel Road. All bills and utilities (electricity, water, gas, council tax and ...",https://www.rightmove.co.uk/properties/161010794#/?channel=RES_LET,2025-05-17 23:08:28.786886
516,21|17|2025-05-17|23:08:28.786886,Islington,Apartment,"Essex Road, Canonbury, Islington, London, N1","£1,650 pcm",1650,pcm,1,1,"Fantastic one-bedroom flat, situated close to both Essex Road and Canonbury stations. This spacious apartment is set over the top floor of this period property. The apartment comprises a spacious reception room, separate fitted kitchen, a stylish modern shower room, and a good-siz...",https://www.rightmove.co.uk/properties/157227695#/?channel=RES_LET,2025-05-17 23:08:28.786886
517,21|18|2025-05-17|23:08:28.786886,Islington,Studio,"King Henrys Walk, London, N1","£1,300 pcm",1300,pcm,,1,A very well located studio flat in the trendy area of Mildmay. The property has a separate bedroom which offers ample living space. Set to the back of the building it is extremely peaceful while still being in close proximity to transport links and the local shops Mildmay have to offer. ALL ...,https://www.rightmove.co.uk/properties/161670050#/?channel=RES_LET,2025-05-17 23:08:28.786886
518,21|19|2025-05-17|23:08:28.786886,Islington,Flat,"Blackthorn Avenue, London, N7","£2,100 pcm",2100,pcm,1,1,"We are proud to offer this delightful split level 1 bedroom, 1 bathroom flat with concierge in a great location. Available to move in immediately the property is offered furnished.Viewing highly r... ** Property Reference: 2472269 **",https://www.rightmove.co.uk/properties/161669693#/?channel=RES_LET,2025-05-17 23:08:28.786886
519,21|20|2025-05-17|23:08:28.786886,Islington,Flat,"Archery Fields House, London, WC1X","£3,100 pcm",3100,pcm,2,2,"We are proud to offer this delightful 2 bedroom, 2 bathroom, flat in a great location. With 780 square feet of flexible space, this would suit an individual, sharers, or a small family. In a quiet... ** Property Reference: 2474930 **",https://www.rightmove.co.uk/properties/161669279#/?channel=RES_LET,2025-05-17 23:08:28.786886
520,21|21|2025-05-17|23:08:28.786886,Islington,Flat,"Caledonian Road, London, N1 9DU","£1,500 pcm",1500,pcm,1,1,Bills Included. Large private balcony. Bright top floor studio. Excellent location just moments from Kings Cross Station.,https://www.rightmove.co.uk/properties/161001269#/?channel=RES_LET,2025-05-17 23:08:28.786886
521,21|22|2025-05-17|23:08:28.786886,Islington,Apartment,"Rushmore House,, Hilldrop Estate, London, N7","£3,792 pcm",3792,pcm,4,1,"A spacious, three double bedroom flat with separate lounge which can be converted to a 4th bedroom located on the corner of Brecknock Road and Hilldrop Road. Accommodation comprises three double bedrooms, with the benefit of a separate lounge which can be converted to a 4th bedroom wit...",https://www.rightmove.co.uk/properties/161664029#/?channel=RES_LET,2025-05-17 23:08:28.786886
522,21|23|2025-05-17|23:08:28.786886,Islington,Flat,"Mildmay Grove South, 
De Beauvoir Town, N1","£3,500 pcm",3500,pcm,1,1,"SHORT LET This well-presented garden flat boasting a wealth of period charm, with stylish interiors and a rare, private garden.",https://www.rightmove.co.uk/properties/159207761#/?channel=RES_LET,2025-05-17 23:08:28.786886
523,21|24|2025-05-17|23:08:28.786886,Islington,Apartment,"Chronicle Tower, City Road, London EC1V","£4,000 pcm",4000,pcm,2,2,"Luxury living awaits in this fully furnished 2-bed apartment with 24/7 concierge. Modern kitchen, spacious living area, en suite bedroom & amenities in a vibrant neighbourhood. Book a viewing now!",https://www.rightmove.co.uk/properties/161660831#/?channel=RES_LET,2025-05-17 23:08:28.786886
524,21|25|2025-05-17|23:08:28.786886,Islington,Flat,"Bridgewater Square, Barbican","£3,300 pcm",3300,pcm,2,2,"A newly refurbished two bedroom apartment located within the popular Cobalt Building. The property is comprised of two double bedrooms, two bathrooms and an open plan reception.",https://www.rightmove.co.uk/properties/161660492#/?channel=RES_LET,2025-05-17 23:08:28.786886
525,22|1|2025-05-17|23:08:28.786886,Islington,Flat,"Anson Road, Tufnell Park, N7","£2,600 pcm",2600,pcm,2,1,A two bedroom raised ground floor period conversion with direct access to a private garden and wooden floors throughout situated within walking distance to Tufnell Park Underground Station.,https://www.rightmove.co.uk/properties/160942244#/?channel=RES_LET,2025-05-17 23:08:28.786886
